Scientific_name,English_name,TipLabel,Female_plumage_score,Male_plumage_score
Cheramoeca leucosterna,White-backed Swallow,Cheramoeca_leucosterna,50.13888889,52.91666667
Chersomanes albofasciata,Spike-heeled Lark,Chersomanes_albofasciata,42.5,40
Chersophilus duponti,Dupont's Lark,Chersophilus_duponti,41.52777778,41.94444444
Chiroxiphia boliviana,Yungas Manakin,Chiroxiphia_boliviana,38.75,67.36111111
Chiroxiphia caudata,Swallow-tailed Manakin,Chiroxiphia_caudata,38.19444444,64.72222222
Chiroxiphia lanceolata,Lance-tailed Manakin,Chiroxiphia_lanceolata,41.94444444,69.58333333
Chiroxiphia linearis,Long-tailed Manakin,Chiroxiphia_linearis,38.75,69.30555556
Chiroxiphia pareola,Blue-backed Manakin,Chiroxiphia_pareola,39.30555556,71.66666667
Chlamydera cerviniventris,Fawn-breasted Bowerbird,Chlamydera_cerviniventris,40.27777778,39.72222222
Chlamydera guttata,Western Bowerbird,Chlamydera_guttata,41.25,43.33333333
Chlamydera lauterbachi,Yellow-breasted Bowerbird,Chlamydera_lauterbachi,42.91666667,43.33333333
Chlamydera maculata,Spotted Bowerbird,Chlamydera_maculata,39.58333333,40.97222222
Chlamydera nuchalis,Great Bowerbird,Chlamydera_nuchalis,47.22222222,45.27777778
Chlamydochaera jefferyi,Fruit-hunter,Chlamydochaera_jefferyi,48.19444444,49.86111111
Chlorocharis emiliae,Mountain Blackeye,Chlorocharis_emiliae,47.5,46.94444444
Chlorochrysa calliparaea,Orange-eared Tanager,Chlorochrysa_calliparaea,42.36111111,53.75
Chlorochrysa nitidissima,Multicoloured Tanager,Chlorochrysa_nitidissima,45,54.58333333
Chlorochrysa phoenicotis,Glistening-green Tanager,Chlorochrysa_phoenicotis,40.97222222,39.72222222
Chlorocichla falkensteini,Yellow-necked Greenbul,Chlorocichla_falkensteini,46.94444444,48.19444444
Chlorocichla flavicollis,Yellow-throated Greenbul,Chlorocichla_flavicollis,47.08333333,45.69444444
Chlorocichla flaviventris,Yellow-bellied Greenbul,Chlorocichla_flaviventris,42.77777778,43.05555556
Chlorocichla laetissima,Joyful Greenbul,Chlorocichla_laetissima,48.47222222,47.5
Chlorocichla prigoginei,Prigogine's Greenbul,Chlorocichla_prigoginei,49.16666667,47.63888889
Chlorocichla simplex,Simple Greenbul,Chlorocichla_simplex,44.16666667,46.11111111
Chloropeta gracilirostris,Papyrus Yellow Warbler,Chloropeta_gracilirostris,44.58333333,39.86111111
Chloropeta natalensis,Yellow Flycatcher-warbler,Chloropeta_natalensis,37.5,41.80555556
Chloropeta similis,Mountain Flycatcher-warbler,Chloropeta_similis,40.41666667,40
Chlorophanes spiza,Green Honeycreeper,Chlorophanes_spiza,38.61111111,59.16666667
Chlorophonia callophrys,Golden-browed Chlorophonia,Chlorophonia_callophrys,50,59.16666667
Chlorophonia cyanea,Blue-naped Chlorophonia,Chlorophonia_cyanea,47.63888889,54.58333333
Chlorophonia flavirostris,Yellow-collared Chlorophonia,Chlorophonia_flavirostris,40.41666667,48.75
Chlorophonia occipitalis,Blue-crowned Chlorophonia,Chlorophonia_occipitalis,49.72222222,53.47222222
Chlorophonia pyrrhophrys,Chestnut-breasted Chlorophonia,Chlorophonia_pyrrhophrys,55.27777778,58.75
Chloropsis aurifrons,Golden-fronted Leafbird,Chloropsis_aurifrons,46.94444444,57.22222222
Chloropsis cochinchinensis,Blue-winged Leafbird,Chloropsis_cochinchinensis,42.36111111,42.91666667
Chloropsis cyanopogon,Lesser Green Leafbird,Chloropsis_cyanopogon,42.22222222,45.97222222
Chloropsis flavipennis,Philippine Leafbird,Chloropsis_flavipennis,43.33333333,43.61111111
Chloropsis hardwickii,Orange-bellied Leafbird,Chloropsis_hardwickii,40.41666667,50.97222222
Chloropsis jerdoni,Jerdon's Leafbird,Chloropsis_jerdoni,40.13888889,47.36111111
Chloropsis kinabaluensis,Bornean Leafbird,Chloropsis_kinabaluensis,53.88888889,47.91666667
Chloropsis media,Sumatran Leafbird,Chloropsis_media,41.94444444,53.19444444
Chloropsis palawanensis,Yellow-throated Leafbird,Chloropsis_palawanensis,40.83333333,39.44444444
Chloropsis sonnerati,Greater Green Leafbird,Chloropsis_sonnerati,40.41666667,45.83333333
Chloropsis venusta,Blue-masked Leafbird,Chloropsis_venusta,53.47222222,49.58333333
Chlorornis riefferii,Grass-green Tanager,Chlorornis_riefferii,42.77777778,43.61111111
Chlorospingus canigularis,Ashy-throated Bush-tanager,Chlorospingus_canigularis,43.05555556,43.19444444
Chlorospingus flavigularis,Yellow-throated Bush-tanager,Chlorospingus_flavigularis,40.83333333,39.44444444
Chlorospingus flavovirens,Yellow-green Bush-tanager,Chlorospingus_flavovirens,40.41666667,38.33333333
Chlorospingus inornatus,Pirre Bush-tanager,Chlorospingus_inornatus,46.25,45
Chlorospingus ophthalmicus,Common Bush-tanager,Chlorospingus_ophthalmicus,42.5,42.22222222
Chlorospingus parvirostris,Yellow-whiskered Bush-tanager,Chlorospingus_parvirostris,38.61111111,40.83333333
Chlorospingus pileatus,Sooty-capped Bush-tanager,Chlorospingus_pileatus,50.83333333,50.69444444
Chlorospingus semifuscus,Dusky Bush-tanager,Chlorospingus_semifuscus,39.86111111,38.75
Chlorospingus tacarcunae,Tacarcuna Bush-tanager,Chlorospingus_tacarcunae,42.22222222,38.61111111
Chlorothraupis carmioli,Olive Tanager,Chlorothraupis_carmioli,40.13888889,39.86111111
Chlorothraupis frenata,Olive Tanager,Chlorothraupis_frenata,39.44444444,38.75
Chlorothraupis olivacea,Lemon-spectacled Tanager,Chlorothraupis_olivacea,39.30555556,38.75
Chlorothraupis stolzmanni,Ochre-breasted Tanager,Chlorothraupis_stolzmanni,37.63888889,35.83333333
Chondestes grammacus,Lark Sparrow,Chondestes_grammacus,48.19444444,47.22222222
Chrysomma altirostre,Jerdon's Babbler,Chrysomma_altirostre,46.94444444,44.58333333
Chrysomma poecilotis,Rufous-tailed Babbler,Chrysomma_poecilotis,46.25,43.47222222
Chrysomma sinense,Yellow-eyed Babbler,Chrysomma_sinense,45.69444444,47.22222222
Chrysomus icterocephalus,Yellow-hooded Blackbird,Chrysomus_icterocephalus,44.72222222,63.61111111
Chrysomus ruficapillus,Chestnut-capped Blackbird,Chrysomus_ruficapillus,39.30555556,53.33333333
Chrysothlypis chrysomelas,Black-and-yellow Tanager,Chrysothlypis_chrysomelas,41.25,61.94444444
Chrysothlypis salmoni,Scarlet-and-white Tanager,Chrysothlypis_salmoni,40.83333333,63.47222222
Chthonicola sagittatus,Speckled Warbler,Chthonicola_sagittatus,41.94444444,39.16666667
Cichladusa arquata,Collared Palm-thrush,Cichladusa_arquata,45,43.05555556
Cichladusa guttata,Spotted Morning-thrush,Cichladusa_guttata,42.91666667,45.13888889
Cichladusa ruficauda,Rufous-tailed Palm-thrush,Cichladusa_ruficauda,47.36111111,45.27777778
Cichlocolaptes leucophrus,Pale-browed Treehunter,Cichlocolaptes_leucophrus,42.77777778,39.86111111
Cichlopsis leucogenys,Rufous-brown Solitaire,Cichlopsis_leucogenys,43.19444444,41.94444444
Cicinnurus magnificus,Magnificent Bird-of-paradise,Cicinnurus_magnificus,43.47222222,52.36111111
Cicinnurus regius,King Bird-of-paradise,Cicinnurus_regius,39.30555556,68.19444444
Cicinnurus respublica,Wilson's Bird-of-paradise,Cicinnurus_respublica,48.33333333,61.52777778
Cinclidium diana,Sunda Robin,Cinclidium_diana,45.41666667,63.05555556
Cinclidium frontale,Blue-fronted Robin,Cinclidium_frontale,47.91666667,65.69444444
Cinclidium leucurum,White-tailed Robin,Cinclidium_leucurum,48.19444444,67.5
Cinclocerthia gutturalis,Grey Trembler,Cinclocerthia_gutturalis,44.30555556,43.61111111
Cinclocerthia ruficauda,Brown Trembler,Cinclocerthia_ruficauda,38.61111111,40.27777778
Cinclodes antarcticus,Blackish Cinclodes,Cinclodes_antarcticus,43.33333333,40.41666667
Cinclodes aricomae,Royal Cinclodes,Cinclodes_aricomae,42.22222222,41.80555556
Cinclodes atacamensis,White-winged Cinclodes,Cinclodes_atacamensis,41.66666667,41.52777778
Cinclodes comechingonus,Cordoba Cinclodes,Cinclodes_comechingonus,42.63888889,39.02777778
Cinclodes excelsior,Stout-billed Cinclodes,Cinclodes_excelsior,41.11111111,42.91666667
Cinclodes fuscus,Buff-winged Cinclodes,Cinclodes_fuscus,42.77777778,41.94444444
Cinclodes nigrofumosus,Seaside Cinclodes,Cinclodes_nigrofumosus,45.13888889,43.33333333
Cinclodes olrogi,Olrog's Cinclodes,Cinclodes_olrogi,43.61111111,42.77777778
Cinclodes oustaleti,Grey-flanked Cinclodes,Cinclodes_oustaleti,41.11111111,45.27777778
Cinclodes pabsti,Long-tailed Cinclodes,Cinclodes_pabsti,37.36111111,38.05555556
Cinclodes palliatus,White-bellied Cinclodes,Cinclodes_palliatus,50.55555556,49.86111111
Cinclodes patagonicus,Dark-bellied Cinclodes,Cinclodes_patagonicus,44.58333333,42.5
Cinclodes taczanowskii,Surf Cinclodes,Cinclodes_taczanowskii,40.69444444,41.11111111
Cincloramphus cruralis,Brown Songlark,Cincloramphus_cruralis,42.91666667,51.94444444
Cincloramphus mathewsi,Rufous Songlark,Cincloramphus_mathewsi,43.05555556,41.52777778
Cinclosoma ajax,Painted Quail-thrush,Cinclosoma_ajax,41.11111111,52.36111111
Cinclosoma castaneothorax,Chestnut-breasted Quail-thrush,Cinclosoma_castaneothorax,45.97222222,54.16666667
Cinclosoma castanotum,Chestnut Quail-thrush,Cinclosoma_castanotum,45.83333333,53.05555556
Cinclosoma cinnamomeum,Cinnamon Quail-thrush,Cinclosoma_cinnamomeum,43.47222222,47.22222222
Cinclosoma punctatum,Spotted Quail-thrush,Cinclosoma_punctatum,46.38888889,48.75
Cinclus cinclus,White-throated Dipper,Cinclus_cinclus,42.08333333,44.86111111
Cinclus leucocephalus,White-capped Dipper,Cinclus_leucocephalus,50.27777778,56.52777778
Cinclus mexicanus,American Dipper,Cinclus_mexicanus,47.5,45.55555556
Cinclus pallasii,Brown Dipper,Cinclus_pallasii,41.52777778,40
Cinclus schulzi,Rufous-throated Dipper,Cinclus_schulzi,41.52777778,40.55555556
Cinnycerthia fulva,Fulvous Wren,Cinnycerthia_fulva,41.11111111,42.63888889
Cinnycerthia olivascens,Sharpe's Wren,Cinnycerthia_olivascens,41.25,40.55555556
Cinnycerthia peruana,Peruvian Wren,Cinnycerthia_peruana,45.97222222,43.88888889
Cinnycerthia unirufa,Rufous Wren,Cinnycerthia_unirufa,42.63888889,40.97222222
Cinnyricinclus femoralis,Abbott's Starling,Cinnyricinclus_femoralis,65.13888889,67.08333333
Cinnyricinclus leucogaster,Violet-backed Starling,Cinnyricinclus_leucogaster,42.36111111,63.05555556
Cinnyricinclus sharpii,Sharpe's Starling,Cinnyricinclus_sharpii,55.41666667,53.33333333
Cissa chinensis,Green Magpie,Cissa_chinensis,48.88888889,50.97222222
Cissa hypoleuca,Yellow-breasted Magpie,Cissa_hypoleuca,46.80555556,47.36111111
Cissa thalassina,Short-tailed Magpie,Cissa_thalassina,42.91666667,42.63888889
Cissopis leverianus,Magpie Tanager,Cissopis_leverianus,58.19444444,59.72222222
Cisticola aberdare,Aberdare Cisticola,Cisticola_aberdare,46.52777778,48.47222222
Cisticola aberrans,Lazy Cisticola,Cisticola_aberrans,39.72222222,43.61111111
Cisticola angusticauda,Tabora Cisticola,Cisticola_angusticauda,49.30555556,50
Cisticola anonymus,Chattering Cisticola,Cisticola_anonymus,47.36111111,44.58333333
Cisticola aridulus,Desert Cisticola,Cisticola_aridulus,42.36111111,48.75
Cisticola ayresii,Wing-snapping Cisticola,Cisticola_ayresii,49.30555556,48.75
Cisticola bodessa,Boran Cisticola,Cisticola_bodessa,37.63888889,40.83333333
Cisticola brachypterus,Siffling Cisticola,Cisticola_brachypterus,47.63888889,45.13888889
Cisticola brunnescens,Pectoral-patch Cisticola,Cisticola_brunnescens,42.08333333,47.5
Cisticola bulliens,Bubbling Cisticola,Cisticola_bulliens,40.41666667,42.36111111
Cisticola cantans,Singing Cisticola,Cisticola_cantans,42.63888889,42.63888889
Cisticola carruthersi,Carruthers's Cisticola,Cisticola_carruthersi,49.72222222,49.02777778
Cisticola cherina,Madagascar Cisticola,Cisticola_cherina,45,42.63888889
Cisticola chiniana,Rattling Cisticola,Cisticola_chiniana,40.55555556,42.63888889
Cisticola chubbi,Chubb's Cisticola,Cisticola_chubbi,45.13888889,46.38888889
Cisticola cinereolus,Ashy Cisticola,Cisticola_cinereolus,45.13888889,42.77777778
Cisticola dambo,Black-tailed Cisticola,Cisticola_dambo,47.36111111,43.88888889
Cisticola erythrops,Red-faced Cisticola,Cisticola_erythrops,41.66666667,41.52777778
Cisticola exilis,Golden-headed Cisticola,Cisticola_exilis,45.83333333,47.36111111
Cisticola eximius,Black-necked Cisticola,Cisticola_eximius,49.02777778,46.66666667
Cisticola fulvicapilla,Piping Cisticola,Cisticola_fulvicapilla,47.36111111,45.69444444
Cisticola galactotes,Winding Cisticola,Cisticola_galactotes,47.36111111,48.47222222
Cisticola guinea,Dorst's Cisticola,Cisticola_guinea,48.61111111,48.19444444
Cisticola haesitatus,Island Cisticola,Cisticola_haesitatus,49.16666667,51.38888889
Cisticola hunteri,Hunter's Cisticola,Cisticola_hunteri,45.55555556,45.69444444
Cisticola juncidis,Zitting Cisticola,Cisticola_juncidis,44.86111111,45.55555556
Cisticola lais,Wailing Cisticola,Cisticola_lais,43.88888889,42.91666667
Cisticola lateralis,Whistling Cisticola,Cisticola_lateralis,40.69444444,40.69444444
Cisticola melanurus,Slender-tailed Cisticola,Cisticola_melanurus,49.16666667,48.61111111
Cisticola nanus,Tiny Cisticola,Cisticola_nanus,50.69444444,47.36111111
Cisticola natalensis,Croaking Cisticola,Cisticola_natalensis,47.5,45.69444444
Cisticola nigriloris,Black-lored Cisticola,Cisticola_nigriloris,41.94444444,46.38888889
Cisticola njombe,Churring Cisticola,Cisticola_njombe,42.91666667,43.05555556
Cisticola pipiens,Chirping Cisticola,Cisticola_pipiens,44.30555556,45.41666667
Cisticola restrictus,Tana River Cisticola,Cisticola_restrictus,44.86111111,46.25
Cisticola robustus,Stout Cisticola,Cisticola_robustus,45.69444444,45.27777778
Cisticola ruficeps,Red-pate Cisticola,Cisticola_ruficeps,46.38888889,45
Cisticola rufilatus,Tinkling Cisticola,Cisticola_rufilatus,44.16666667,45.13888889
Cisticola rufus,Rufous Cisticola,Cisticola_rufus,45.27777778,41.80555556
Cisticola subruficapilla,Grey-backed Cisticola,Cisticola_subruficapilla,41.94444444,44.16666667
Cisticola textrix,Tink-tink Cisticola,Cisticola_textrix,46.80555556,47.08333333
Cisticola tinniens,Levaillant's Cisticola,Cisticola_tinniens,43.19444444,45.69444444
Cisticola troglodytes,Foxy Cisticola,Cisticola_troglodytes,43.05555556,42.08333333
Cisticola woosnami,Trilling Cisticola,Cisticola_woosnami,44.02777778,45.13888889
Cistothorus apolinari,Apolinar's Wren,Cistothorus_apolinari,44.30555556,44.02777778
Cistothorus meridae,Merida Wren,Cistothorus_meridae,46.11111111,44.16666667
Cistothorus palustris,Marsh Wren,Cistothorus_palustris,45.41666667,48.19444444
Cistothorus platensis,Sedge Wren,Cistothorus_platensis,42.22222222,43.33333333
Cleptornis marchei,Golden White-eye,Cleptornis_marchei,59.30555556,57.5
Clibanornis dendrocolaptoides,Canebrake Groundcreeper,Clibanornis_dendrocolaptoides,43.61111111,44.16666667
Climacteris affinis,White-browed Treecreeper,Climacteris_affinis,50.69444444,50
Climacteris erythrops,Red-browed Treecreeper,Climacteris_erythrops,48.88888889,52.36111111
Climacteris melanurus,Black-tailed Treecreeper,Climacteris_melanurus,60.27777778,60.97222222
Climacteris picumnus,Brown Treecreeper,Climacteris_picumnus,45,44.72222222
Climacteris rufus,Rufous Treecreeper,Climacteris_rufus,41.52777778,41.94444444
Clypicterus oseryi,Casqued Oropendola,Clypicterus_oseryi,49.86111111,47.77777778
Clytoctantes alixii,Recurve-billed Bushbird,Clytoctantes_alixii,51.80555556,60.55555556
Clytoctantes atrogularis,Rondonia Bushbird,Clytoctantes_atrogularis,57.08333333,65.27777778
Clytomyias insignis,Orange-crowned Fairywren,Clytomyias_insignis,46.94444444,48.33333333
Clytorhynchus hamlini,Rennell Shrikebill,Clytorhynchus_hamlini,57.08333333,56.11111111
Clytorhynchus nigrogularis,Black-throated Shrikebill,Clytorhynchus_nigrogularis,37.36111111,52.36111111
Clytorhynchus pachycephaloides,Southern Shrikebill,Clytorhynchus_pachycephaloides,42.77777778,39.30555556
Clytorhynchus vitiensis,Fiji Shrikebill,Clytorhynchus_vitiensis,43.61111111,43.88888889
Clytospiza monteiri,Brown Twinspot,Clytospiza_monteiri,46.38888889,52.63888889
Cnemarchus erythropygius,Red-rumped Bush-tyrant,Cnemarchus_erythropygius,51.38888889,50.55555556
Cnemophilus loriae,Loria's Bird-of-paradise,Cnemophilus_loriae,39.58333333,60.97222222
Cnemophilus macgregorii,Crested Bird-of-paradise,Cnemophilus_macgregorii,36.80555556,61.11111111
Cnemoscopus rubrirostris,Grey-hooded Bush Tanager,Cnemoscopus_rubrirostris,48.61111111,48.19444444
Cnemotriccus fuscatus,Fuscous Flycatcher,Cnemotriccus_fuscatus,40.55555556,40.55555556
Cnipodectes subbrunneus,Brownish Twistwing,Cnipodectes_subbrunneus,39.02777778,40.27777778
Coccothraustes abeillei,Hooded Grosbeak,Coccothraustes_abeillei,43.88888889,55.97222222
Coccothraustes coccothraustes,Hawfinch,Coccothraustes_coccothraustes,48.47222222,47.08333333
Coccothraustes vespertinus,Evening Grosbeak,Coccothraustes_vespertinus,42.77777778,51.66666667
Coccycolius iris,Emerald Starling,Coccycolius_iris,46.80555556,46.11111111
Cochoa azurea,Javan Cochoa,Cochoa_azurea,52.22222222,64.86111111
Cochoa beccarii,Sumatran Cochoa,Cochoa_beccarii,50.41666667,65.97222222
Cochoa purpurea,Purple Cochoa,Cochoa_purpurea,42.36111111,53.05555556
Cochoa viridis,Green Cochoa,Cochoa_viridis,50.41666667,57.36111111
Coereba flaveola,Bananaquit,Coereba_flaveola,59.30555556,56.66666667
Colluricincla boweri,Bower's Shrike-thrush,Colluricincla_boweri,40.55555556,41.52777778
Colluricincla harmonica,Grey Shrike-thrush,Colluricincla_harmonica,43.75,44.58333333
Colluricincla megarhyncha,Little Shrike-thrush,Colluricincla_megarhyncha,41.80555556,39.86111111
Colluricincla sanghirensis,Sangihe Shrike-thrush,Colluricincla_sanghirensis,44.86111111,43.47222222
Colluricincla tenebrosa,Morningbird,Colluricincla_tenebrosa,57.77777778,54.58333333
Colluricincla umbrina,Sooty Shrike-thrush,Colluricincla_umbrina,58.05555556,54.30555556
Colluricincla woodwardi,Sandstone Shrike-thrush,Colluricincla_woodwardi,42.91666667,43.33333333
Colonia colonus,Long-tailed Tyrant,Colonia_colonus,60.69444444,62.91666667
Colorhamphus parvirostris,Patagonian Tyrant,Colorhamphus_parvirostris,44.16666667,46.80555556
Compsospiza baeri,Tucuman Mountain-finch,Compsospiza_baeri,51.25,51.11111111
Compsospiza garleppi,Cochabamba Mountain-finch,Compsospiza_garleppi,54.44444444,52.91666667
Compsothraupis loricata,Scarlet-throated Tanager,Compsothraupis_loricata,55.27777778,59.02777778
Conioptilon mcilhennyi,Black-faced Cotinga,Conioptilon_mcilhennyi,58.05555556,57.36111111
Conirostrum albifrons,Capped Conebill,Conirostrum_albifrons,53.61111111,65.97222222
Conirostrum bicolor,Bicoloured Conebill,Conirostrum_bicolor,46.80555556,46.11111111
Conirostrum cinereum,Cinereous Conebill,Conirostrum_cinereum,50,49.58333333
Conirostrum ferrugineiventre,White-browed Conebill,Conirostrum_ferrugineiventre,47.77777778,50.27777778
Conirostrum leucogenys,White-eared Conebill,Conirostrum_leucogenys,45.41666667,54.30555556
Conirostrum margaritae,Pearly-breasted Conebill,Conirostrum_margaritae,50.13888889,48.05555556
Conirostrum rufum,Rufous-browed Conebill,Conirostrum_rufum,46.80555556,46.52777778
Conirostrum sitticolor,Blue-backed Conebill,Conirostrum_sitticolor,60.27777778,60.41666667
Conirostrum speciosum,Chestnut-vented Conebill,Conirostrum_speciosum,46.80555556,52.22222222
Conirostrum tamarugense,Tamarugo Conebill,Conirostrum_tamarugense,50.13888889,49.30555556
Conopias albovittatus,White-ringed Flycatcher,Conopias_albovittatus,55.55555556,50.41666667
Conopias cinchoneti,Lemon-browed Flycatcher,Conopias_cinchoneti,45.69444444,48.47222222
Conopias parvus,Yellow-throated Flycatcher,Conopias_parvus,50,52.36111111
Conopias trivirgatus,Three-striped Flycatcher,Conopias_trivirgatus,50.83333333,47.91666667
Conopophaga ardesiaca,Slaty Gnateater,Conopophaga_ardesiaca,46.94444444,53.05555556
Conopophaga aurita,Chestnut-belted Gnateater,Conopophaga_aurita,53.88888889,53.33333333
Conopophaga castaneiceps,Chestnut-crowned Gnateater,Conopophaga_castaneiceps,52.08333333,56.11111111
